ComplexID	ComplexName	subunits(UniProt IDs)	subunits(Gene name)
7255	"ING5 complex (ING5, JADE3, KAT7, MEAF6)"	O95251;Q8WYH8;Q92613;Q9HAF1	KAT7;ING5;JADE3;MEAF6
7256	ABCB1-PPP2R3C-TFPI2 complex	P08183;P48307;Q969Q6	ABCB1;TFPI2;PPP2R3C
7259	HCFC1-THAP11-ZNF143 complex	P51610;P52747;Q96EK4	HCFC1;ZNF143;THAP11
7262	3-Hydroxyacyl CoA dehydrogenase	P40939;P55084	HADHA;HADHB
7263	ABCG5-ABCG8 sterol transporter	Q9H221;Q9H222	ABCG8;ABCG5
7265	"MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4-syntrophin complex"	P05026;P55087;P78508;Q15049;Q9HBA0;Q9NSN8	ATP1B1;AQP4;KCNJ10;MLC1;TRPV4;SNTG1
7266	AKT1-NQO2 complex	P16083;P31749	NQO2;AKT1
7267	KAT2A-Oxoglutarate dehydrogenase complex	P09622;P36957;Q02218;Q92830	DLD;DLST;OGDH;KAT2A
7268	"HEPACAM-MLC1-Na,K-ATPase-Kir4.1-AQP4-TRPV4 complex"	P05026;P55087;P78508;Q14CZ8;Q15049;Q9HBA0	ATP1B1;AQP4;KCNJ10;HEPACAM;MLC1;TRPV4
7269	p532-Clathrin-HSP70 complex	P0DMV8;Q00610;Q15751	HSPA1A;CLTC;HERC1
7271	ARNTL-NPAS2 complex	O00327;Q99743	ARNTL;NPAS2
7272	Core clock complex	O00327;O15516	ARNTL;CLOCK
7273	ARNTL-HIF1A complex	O00327;Q16665	ARNTL;HIF1A
7274	ARNTL-EPAS1 complex	O00327;Q99814	ARNTL;EPAS1
7275	BCL2-CISD2 complex	P10415;Q8N5K1	BCL2;CISD2
7277	Carboxypeptidase N	P15169;P22792	CPN1;CPN2
7278	CTNNB1-GSK3B-PHF19 complex	P35222;P49841;Q5T6S3-2	CTNNB1;GSK3B;PHF19
7279	CTNNB1-BTRC-PHF19 (short isoform) complex	P35222;Q5T6S3-2;Q9Y297	CTNNB1;PHF19;BTRC
7281	BIN1-EHBP1-RAB8A complex	O00499;P61006;Q8NDI1	BIN1;RAB8A;EHBP1
7282	FEN1-WRN complex	P39748;Q14191	FEN1;WRN
7283	ETS1-PRX1 complex	P14921;P54821	ETS1;PRRX1
7284	GSK3B-HSP90AA1-PKM2 complex	P07900;P14618;P49841	HSP90AA1;PKM;GSK3B
7285	HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex	O94992;P12956;P13010;P23246;P43243;P78527;Q15233;Q8WXF1;Q96PK6	HEXIM1;XRCC6;XRCC5;SFPQ;MATR3;PRKDC;NONO;PSPC1;RBM14
7286	AIP4-DTX3L complex	Q8TDB6;Q96J02	DTX3L;ITCH
7287	SIMPLE-HRS-STAM1 complex	O14964;Q92783;Q99732	HGS;STAM;LITAF
7288	ANGPTL4-LRP6-SDC1 complex	O75581;P18827;Q9BY76	LRP6;SDC1;ANGPTL4
7289	ANGPTL4-LRP6-SDC2 complex	O75581;P34741;Q9BY76	LRP6;SDC2;ANGPTL4
7290	ANGPTL4-LRP6-SDC4 complex	O75581;P31431;Q9BY76	LRP6;SDC4;ANGPTL4
7291	EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex	P49770;Q13144;Q9NR50;Q9UI10	EIF2B2;EIF2B5;EIF2B3;EIF2B4
7292	EIF2B1-EIF2B2-EIF2B3-EIF2B4-EIF2B5 complex	P49770;Q13144;Q14232;Q9NR50;Q9UI10	EIF2B2;EIF2B5;EIF2B1;EIF2B3;EIF2B4
7294	JUND-TAP1 complex	P17535;Q03518	JUND;TAP1
7295	ERCC1-RPA1-XPA complex	P07992;P23025;P27694	ERCC1;XPA;RPA1
7296	PRT1-RGP1 complex	P55884;Q92546	EIF3B;RGP1
7298	ACTB-ANP32A-C1QBP-PSMA1-PTMA-PSMA1 complex	P06454;P25786;P39687;P60709;Q00325;Q07021	PTMA;PSMA1;ANP32A;ACTB;SLC25A3;C1QBP
7299	ANP32A-ANP32B-PSMA3-PTMA-SLC25A5 complex	P05141;P06454;P25788;P39687;Q92688	SLC25A5;PTMA;PSMA3;ANP32A;ANP32B
7300	PARD3B-PARD6A-PRKCI complex	P41743;Q8TEW8;Q9NPB6	PRKCI;PARD3B;PARD6A
7304	HIC1-PCL3L-PCR2 complex	O75530;Q14526;Q15022;Q15910;Q5T6S3	EED;HIC1;SUZ12;EZH2;PHF19
7305	"Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)"	O00483;P00395;P00403;P00414;P09669;P0DJ07;P10176;P10606;P12074;P13073;P14406;P14854;P15954;P20674;P24311;Q6UWS5;Q8N490-2;Q9Y241	NDUFA4;MT-CO1;MT-CO2;MT-CO3;COX6C;PET100;COX8A;COX5B;COX6A1;COX4I1;COX7A2;COX6B1;COX7C;COX5A;COX7B;PET117;PNKD;HIGD1A
7309	END1-ENDRA complex	P05305;P25101	EDN1;EDNRA
7310	IL10-IL10RA complex	P22301;Q13651	IL10;IL10RA
7311	CRY1-Core clock complex	O00327;O15516;Q16526	ARNTL;CLOCK;CRY1
7312	CTNNB1-ESR1 complex	P03372;P35222	ESR1;CTNNB1
7313	ESYT1-ESYT2 complex	A0FGR8;Q9BSJ8	ESYT2;ESYT1
7314	ESYT1-ESYT3 complex	A0FGR9;Q9BSJ8	ESYT3;ESYT1
7316	NFKB1-STAT3 complex	P19838;P40763	NFKB1;STAT3
7317	RELA-STAT3 complex	P40763;Q04206	STAT3;RELA
7318	CTNNB1-DDX5-HDGF complex	P17844;P35222;P51858	DDX5;CTNNB1;HDGF
7319	CLEC4E-FCER1G complex	P30273;Q9ULY5	FCER1G;CLEC4E
7320	CLEC4E-MS4A2 complex	Q01362;Q9ULY5	MS4A2;CLEC4E
7324	HINT1-TIP60 complex	P49773;Q92993	HINT1;KAT5
7325	HINT1-UBC3-RBX1 complex	P49427;P49773;P62877	CDC34;HINT1;RBX1
7326	HINT1-SP1 complex	P08047;P49773	SP1;HINT1
7328	AML1-HIPK2-p300 complex	Q01196;Q09472;Q9H2X6	RUNX1;EP300;HIPK2
7331	RAC1-RHOA-VANGL2 complex	P61586;P63000;Q9ULK5	RHOA;RAC1;VANGL2
7333	MICALL1-RAB13 complex	P51153;Q8N3F8	RAB13;MICALL1
7336	FRMD7(FL)-FRMD7(S) complex	Q6ZUT3-1;Q6ZUT3-2	FRMD7;FRMD7
7337	AUF1(p45)-ZFP36 complex	P26651;Q14103	ZFP36;HNRNPD
7338	HNRNPD(p45)-ZFP36L1 complex	Q07352;Q14103	ZFP36L1;HNRNPD
7340	HNRNPD(p45)-ZFP36L2 complex	P47974;Q14103	ZFP36L2;HNRNPD
7341	CTNNAL1-DNTA complex	Q9UBT7;Q9Y4J8	CTNNAL1;DTNA
7342	DHCR24-DHCR7 complex	Q15392;Q9UBM7	DHCR24;DHCR7
7344	NLGN1-NRXN1 complex	Q8N2Q7;Q9ULB1	NLGN1;NRXN1
7345	DISC1-TRAK1 complex	Q9NRI5;Q9UPV9	DISC1;TRAK1
7346	DISC1-RHOT1 complex	Q8IXI2;Q9NRI5	RHOT1;DISC1
7349	MTR4-RBM7-ZCCHC8 complex	P42285;Q6NZY4;Q9Y580	MTREX;ZCCHC8;RBM7
7351	GDF15-ERBB2 complex	P04626;Q99988	ERBB2;GDF15
7352	PARP1-LIG3 complex	P09874;P49916	PARP1;LIG3
7354	ASXL1-HCFC1-OGT complex	O15294;P51610;Q8IXJ9	OGT;HCFC1;ASXL1
7356	IL15-MFGE8 complex	P40933;Q08431	IL15;MFGE8
7357	TRIM25-G3BP2 complex	Q14258;Q9UN86	TRIM25;G3BP2
7358	NDFIP1-NEDD4L-SLC11A2 complex	P49281;Q96PU5;Q9BT67	SLC11A2;NEDD4L;NDFIP1
7359	TF-TFRC complex	P02786;P02787	TFRC;TF
7361	ARAF-PIK3R1 complex	P10398;P27986	ARAF;PIK3R1
7363	EYA1-SIX1 complex	Q15475;Q99502	SIX1;EYA1
7364	EYA1-SIX2 complex	Q99502;Q9NPC8	EYA1;SIX2
7366	KATNA1-KATNAL1-KATNB1-KATNBL1 complex	O75449;Q9BVA0;Q9BW62;Q9H079	KATNA1;KATNB1;KATNAL1;KATNBL1
7367	ASH2L-KDM6B-KDM6B-WDR5 complex	O15054;P61964;Q15291;Q9UBL3	KDM6B;WDR5;RBBP5;ASH2L
7368	"Ubiquitin E3 ligase (CUL3, KEAP1, RBX1)"	P62877;Q13618;Q14145	RBX1;CUL3;KEAP1
7370	CUL3-KCTD11 complex	Q13618;Q693B1	CUL3;KCTD11
7371	CUL3-KCTD6 complex	Q13618;Q8NC69	CUL3;KCTD6
7372	BRD7-SWI\u2013SNF complex	O14497;O14744;O96019;P51531;P51532;Q8TAQ2;Q8WUB8;Q92922;Q969G3;Q96GM5;Q9NPI1	ARID1A;PRMT5;ACTL6A;SMARCA2;SMARCA4;SMARCC2;PHF10;SMARCC1;SMARCE1;SMARCD1;BRD7
7373	BRD7-SWI\u2013SNF-SUZ12 complex	P51531;P51532;Q15022;Q9NPI1;Q9NVM4	SMARCA2;SMARCA4;SUZ12;BRD7;PRMT7
7374	BRD7-BAF60A-MEP50 complex	Q96GM5;Q9BQA1;Q9NPI1	SMARCD1;WDR77;BRD7
7375	BRD7-EZH2-SUZ12 complex	Q15022;Q15910;Q9NPI1	SUZ12;EZH2;BRD7
7376	BRD7-CBP-SWI\u2013SNF complex	O14744;P51531;P51532;Q8WUB8;Q969G3;Q9NPI1;Q9NWQ8	PRMT5;SMARCA2;SMARCA4;PHF10;SMARCE1;BRD7;PAG1
7377	KDM8-RCCD1 complex	A6NED2;Q8N371	RCCD1;KDM8
7378	KHDC3L-NLRP5-OOEP-TLE6 complex	A6NGQ2;P59047;Q587J8;Q9H808	OOEP;NLRP5;KHDC3L;TLE6
7379	FYN-KHDRBS1-PLCG1 complex	P06241;P19174;Q07666	FYN;PLCG1;KHDRBS1
7381	DCS complex	P26599;P31943;Q92945;Q9UKA9	PTBP1;HNRNPH1;KHSRP;PTBP2
7382	Prohibitin-HIRA complex	P35232;P54198;Q9NPG3;Q9Y6J0	PHB1;HIRA;UBN1;CABIN1
7383	OGT-HIRA complex	O15294;P54198;Q9NPG3;Q9Y6J0	OGT;HIRA;UBN1;CABIN1
7384	DTX3L-PARP9 complex	Q8IXQ6;Q8TDB6	PARP9;DTX3L
7385	DTX3L-PARP9-STAT1 complex	P42224;Q8IXQ6;Q8TDB6	STAT1;PARP9;DTX3L
7386	HIVEP3-RUNX2-WWP1 complex	Q13950;Q5T1R4;Q9H0M0	RUNX2;HIVEP3;WWP1
7388	CENP-A nucleosomal complex	P07199;P33778;P49450;P62805;Q03188;Q08945;Q8N0S6;Q8NCD3;Q92674;Q96BT3;Q96H22;Q96QV6;Q96T23;Q9H3R5;Q9Y5B9	CENPB;H2BC3;CENPA;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;CENPC;SSRP1;CENPL;HJURP;CENPI;CENPT;CENPN;H2AC1;RSF1;CENPH;SUPT16H
7389	"Potassium channel complex (KCNA1, KCNA2, KCNAB2)"	P16389;Q09470;Q13303	KCNA2;KCNA1;KCNAB2
7394	CENP-H-I complex	Q13352;Q6IPU0;Q71F23;Q7L2Z9;Q8N0S6;Q92674;Q96H22;Q9BS16;Q9BU64;Q9H3R5;Q9NSP4	ITGB3BP;CENPP;CENPU;CENPQ;CENPL;CENPI;CENPN;CENPK;CENPO;CENPH;CENPM
7395	ADAM22-LGI1 complex	O95970;Q9P0K1	LGI1;ADAM22
7403	SREBP-1a-PKM2 complex	P14618;P36956	PKM;SREBF1
7405	TMEM173-TBK1 complex	Q86WV6;Q9UHD2	STING1;TBK1
7406	AKT1-APPL1-HDAC3 complex	O15379;P31749;Q9UKG1	HDAC3;AKT1;APPL1
7407	TOP3B-c complex	O95985;Q9H7E2	TOP3B;TDRD3
7408	"ARRB1-ARHGEF18-ENAH complex, induce by EDN-1"	P49407;Q6ZSZ5;Q8N8S7	ARRB1;ARHGEF18;ENAH
7410	CAPG-PRMT5 complex	O14744;P40121	PRMT5;CAPG
7413	CENPA-histone H4-HJURP complex	P49450;P62805;Q8NCD3	CENPA;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;HJURP
7416	GJB2-PTK2-NANOG complex	P29033;Q05397;Q9H9S0	GJB2;PTK2;NANOG
7417	CFTR-GOPC-STX6 complex	O43752;P13569;Q9HD26	STX6;CFTR;GOPC
7418	HK1-VDAC1 complex	P19367;P21796	HK1;VDAC1
7420	TP53-TSPY1-USP7 complex	P04637;Q01534;Q93009	TP53;TSPY1;USP7
7421	TSPY1-TSPYL5-USP7 complex	Q01534;Q86VY4;Q93009	TSPY1;TSPYL5;USP7
7422	PPP1R13L-CEP55 complex	Q53EZ4;Q8WUF5	CEP55;PPP1R13L
7423	PPP1CA-PPP1R13L complex	P62136;Q8WUF5	PPP1CA;PPP1R13L
7424	ISLR2-ROCK1 complex	Q13464;Q6UXK2	ROCK1;ISLR2
7425	KIAA1468-OSBP-RAB11A complex	P22059;P62491;Q9P260	OSBP;RAB11A;RELCH
7427	ATF2-HK1-VDAC1 complex	P15336;P19367;P21796	ATF2;HK1;VDAC1
7428	mtRNase P	O15091;Q7L0Y3;Q99714	PRORP;TRMT10C;HSD17B10
7429	HSD17B10-TRMT10C complex	Q7L0Y3;Q99714	TRMT10C;HSD17B10
7430	FLCN-FNIP2 complex	Q8NFG4;Q9P278	FLCN;FNIP2
7437	KAT2B-KIF11-MYSM1 complex	P52732;Q5VVJ2;Q92831	KIF11;MYSM1;KAT2B
7439	ECT2-KIF23-RACGAP1 complex	Q02241;Q9H0H5;Q9H8V3	KIF23;RACGAP1;ECT2
7440	KIF23-RACGAP1 complex	Q02241;Q9H0H5	KIF23;RACGAP1
7441	HOOK1-SHP2 complex	Q06124;Q9UJC3	PTPN11;HOOK1
7442	HOOK2-PCM1-RAB8A complex	P61006;Q15154;Q96ED9	RAB8A;PCM1;HOOK2
7443	Exosome	Q01780;Q06265;Q13868;Q15024;Q5RKV6;Q8TF46;Q96B26;Q99547;Q9NPD3;Q9NQT4;Q9NQT5;Q9Y3B2	EXOSC10;EXOSC9;EXOSC2;EXOSC7;EXOSC6;DIS3L;EXOSC8;MPHOSPH6;EXOSC4;EXOSC5;EXOSC3;EXOSC1
7444	HOOK2-PAR3-Par6alpha-PKCiota complex	P41743;Q8TEW0;Q96ED9;Q9NPB6	PRKCI;PARD3;HOOK2;PARD6A
7445	HOOK2-KCL3-LRGUK1-RIMBP3 complex	Q6P597;Q96ED9;Q96M69;Q9UFD9	KLC3;HOOK2;LRGUK;RIMBP3
7459	"Glycine receptor (GLRA11, GLRB)"	P23415;P48167	GLRA1;GLRB
7462	"GABA-A receptor (GABRA1, GABRB2, GABRD)"	O14764;P14867;P47870	GABRD;GABRA1;GABRB2
7476	AP1B1-AP1G2-AP1M1-AP1S1 complex	O75843;P61966;Q10567;Q9BXS5	AP1G2;AP1S1;AP1B1;AP1M1
7477	TANGO1L-cTAGE5-SEC12 complex	Q5JRA6-1;Q96PC5;Q9HCU5	MIA3;MIA2;PREB
7478	TANGO1S-cTAGE5-SEC12 complex	Q5JRA6-4;Q96PC5;Q9HCU5	MIA3;MIA2;PREB
7479	Astrin-kinastrin complex	P53350;P63167;Q562F6;Q96R06;Q9Y448	PLK1;DYNLL1;SGO2;SPAG5;KNSTRN
7480	HDAC3-H1.3-SMRT-N-Cor complex	O15379;O75376;P16402;Q9Y618	HDAC3;NCOR1;H1-3;NCOR2
7482	LAP1-TOR1A complex	O14656;Q5JTV8	TOR1A;TOR1AIP1
7483	ARF1-ARL1-PKD2-ARFIP2 complex	P40616;P53365;P84077;Q13563	ARL1;ARFIP2;ARF1;PKD2
7485	HAS1-HAS2 complex	Q92819;Q92839	HAS2;HAS1
7486	HAS2-HAS3	O00219;Q92819	HAS3;HAS2
7487	DTNBP1(1A)-HDAC3 complex	O15379;Q96EV8-1	HDAC3;DTNBP1
7488	DTNBP1(1B)-HDAC3 complex	O15379;Q96EV8-3	HDAC3;DTNBP1
7489	EglN2-NRF1-PGC1alpha complex	Q14494;Q96KS0;Q9UBK2	NFE2L1;EGLN2;PPARGC1A
7490	VEGF-A165-VEGFR2 complex	P15692-4;P35968	VEGFA;KDR
7491	VEGF-A145-VEGFR2 complex	P15692-6;P35968	VEGFA;KDR
7493	sGNAI2-DRD2 receptor complex	P04899-4;P14416	GNAI2;DRD2
7495	KDR-VEGF-A121 complex	P15692-9;P35968	VEGFA;KDR
7496	NRP2-VEGF-A165 complex	O60462;P15692-4	NRP2;VEGFA
7497	FLT1-VEGF-A121 complex	P15692-9;P17948	VEGFA;FLT1
7498	NRP1-VEGF-A145 complex	O14786;P15692-6	NRP1;VEGFA
7499	VEGFA-VEGF-B167 complex	P15692;P49765-2	VEGFA;VEGFB
7500	KDR-L-VEGF189 complex	P15692-13;P35968	VEGFA;KDR
7501	NRP1-VEGF189 complex	O14786;P15692-2	NRP1;VEGFA
7504	CD44-ERK1-ERK2-RHAMM complex	O75330;P16070;P27361;P28482	HMMR;CD44;MAPK3;MAPK1
7506	"Potassium channel complex (KCNB1, KCNE2)"	Q14721;Q9Y6J6	KCNB1;KCNE2
7507	"Potassium channel complex (KCNB1, KCNE1)"	P15382;Q14721	KCNE1;KCNB1
7509	IL1RAP-IL1RL1-KIT complex	P10721;Q01638;Q9NPH3	KIT;IL1RL1;IL1RAP
7510	IL1RAP-KIT complex	P10721;Q9NPH3	KIT;IL1RAP
7513	PAQR3-SCAP-SREBF2 complex	Q12770;Q12772;Q6TCH7	SCAP;SREBF2;PAQR3
7514	SCAP-SREBF2 complex	Q12770;Q12772	SCAP;SREBF2
7515	PAQR3-SCAP-complex	Q12770;Q6TCH7	SCAP;PAQR3
7516	PAQR3-SREBF2 complex	Q12772;Q6TCH7	SREBF2;PAQR3
7517	"Ubiquitin E3 ligase (CUL3, KLHL7, RBX1)"	P62877;Q13618;Q8IXQ5	RBX1;CUL3;KLHL7
7518	"Ubiquitin E3 ligase (CUL3, KLHL8)"	Q13618;Q9P2G9	CUL3;KLHL8
7520	INSIG1-SCAP complex	O15503;Q12770	INSIG1;SCAP
7521	INSIG1-PAQR3 complex	O15503;Q6TCH7	INSIG1;PAQR3
7522	"Ubiquitin E3 ligase (CUL3, KLHL12, PEF1, PDCD6)"	O75340;Q13618;Q53G59;Q9UBV8	PDCD6;CUL3;KLHL12;PEF1
7523	"Ubiquitin E3 ligase (CUL3, KLHL9, KLHL13, RBX1)"	P62877;Q13618;Q9P2J3;Q9P2N7	RBX1;CUL3;KLHL9;KLHL13
7524	"Ubiquitin E3 ligase (CUL3, KLHL20, RBX1)"	P62877;Q13618;Q9Y2M5	RBX1;CUL3;KLHL20
7525	"Ubiquitin E3 ligase (CUL3, KLHL24, RBX1)"	P62877;Q13618;Q6TFL4	RBX1;CUL3;KLHL24
7526	"Ubiquitin E3 ligase (CUL3, KLHL25)"	Q13618;Q9H0H3	CUL3;KLHL25
7527	LAF177-LAF331 complex	O95278-1;O95278-7	EPM2A;EPM2A
7528	laf177-laf317 complex	O95278-2;O95278-7	EPM2A;EPM2A
7529	APP-Abeta42-VDAC1 complex	P05067;P05067-PRO_0000000092;P21796	APP;APP;VDAC1
7533	"Ubiquitin E3 ligase (CUL3, KLHL42)"	Q13618;Q9P2K6	CUL3;KLHL42
7534	CTNNB1-EPCAM-FHL2-LEF1 complex	P16422;P35222;Q14192;Q9UJU2	EPCAM;CTNNB1;FHL2;LEF1
7535	CD44-LRP1 complex	P16070;Q07954	CD44;LRP1
7540	KMT2E-OGT-USP7 complex	O15294;Q8IZD2;Q93009	OGT;KMT2E;USP7
7541	KNTC1-ZW10-ZWILCH complex	O43264;P50748;Q9H900	ZW10;KNTC1;ZWILCH
7542	KNL1-MIS12-NDC80-SPC24-ZWINT complex	O14777;O95229;Q8NBT2;Q8NG31;Q9H081	NDC80;ZWINT;SPC24;KNL1;MIS12
7544	DKK1-KREMEN1-LRP6 complex	O75581;O94907;Q96MU8	LRP6;DKK1;KREMEN1
7545	BORC complex	O95295;P78537;Q6QNY1;Q969J3;Q96B45;Q96FH0;Q96GS4;Q9BQD3	SNAPIN;BLOC1S1;BLOC1S2;BORCS5;BORCS7;BORCS8;BORCS6;KXD1
7548	MAPK6-MAPKAPK5-SEPT7 complex	Q16181;Q16659;Q8IW41	SEPTIN7;MAPK6;MAPKAPK5
7549	CALM1-KCNE1-KCNQ1 complex	P0DP23;P15382;P51787	CALM1;KCNE1;KCNQ1
7551	SMYLE 1 complex	P13861;P17612;P31323;Q15691;Q5VU43-13;Q96SN8;Q99996;Q9UPY8	PRKAR2A;PRKACA;PRKAR2B;MAPRE1;PDE4DIP;CDK5RAP2;AKAP9;MAPRE3
7552	SMYLE 2 complex	Q15691;Q5VU43-13;Q9UPY8	MAPRE1;PDE4DIP;MAPRE3
7555	KEOPS complex	Q14657;Q96S44;Q9NPF4;Q9Y3C4	LAGE3;TP53RK;OSGEP;TPRKB
7556	PRAME complex	P62877;P78395;Q13617;Q14657;Q15369;Q15370;Q9NPF4	RBX1;PRAME;CUL2;LAGE3;ELOC;ELOB;OSGEP
7557	LGR4-RSPO supercomplex	O00401;O14641;O60610;P36507;P46940;P49023;Q02750;Q05397;Q9BXB1;Q9BXY4	WASL;DVL2;DIAPH1;MAP2K2;IQGAP1;PXN;MAP2K1;PTK2;LGR4;RSPO3
7559	INSC-LGN-PAR3 complex	P81274;Q1MX18;Q8TEW0	GPSM2;INSC;PARD3
7561	NCKAP1-WASF3 complex	Q9UPY6;Q9Y2A7	WASF3;NCKAP1
7562	NCKAP1-WASF3-RAC1 complex	P63000;Q9UPY6;Q9Y2A7	RAC1;WASF3;NCKAP1
7563	LARP1-PABPC1-RYDEN complex	P11940;Q6PKG0;Q9NUL5	PABPC1;LARP1;SHFL
7564	LGR5-RNF43-RSPO1 complex	O75473;Q2MKA7;Q68DV7	LGR5;RSPO1;RNF43
7566	7SK RNP complex	O60563;O94992;P50750;Q4G0J3	CCNT1;HEXIM1;CDK9;LARP7
7567	SUMO1-SYT7 complex	O43581;P63165	SYT7;SUMO1
7568	LATS2-SIAH2-ZYX complex	O43255;Q15942;Q9NRM7	SIAH2;ZYX;LATS2
7571	Tmie-Pcdh15(CD1-2)-Lhfpl5 complex	Q4KL25;Q8K467;Q99PJ1-2	Lhfpl5;Tmie;Pcdh15
7574	APP-PSEN1 complex	P05067;P49768	APP;PSEN1
7575	APP-PSEN2 complex	P05067;P49810	APP;PSEN2
7576	VHL-ElonginB-ElonginC complex	P40337;Q15369;Q15370	VHL;ELOC;ELOB
7577	APP-APBB1-KAT5 complex	O00213;P05067;Q92993	APBB1;APP;KAT5
7578	Shieldin complex	Q6ZNX1;Q86V20;Q8IYI0;Q9UI95	SHLD3;SHLD2;SHLD1;MAD2L2
7580	MAP2K4-MAP3K3-NBR1 complex	P45985;Q14596;Q99759	MAP2K4;NBR1;MAP3K3
7581	ESR1-TRAP/Mediator coactivator complex	O43513;O60244;O75448;O75586;P03372;P24863;P49336;Q09472;Q13503;Q15648;Q15788;Q93074;Q9BTT4;Q9H944;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0	MED7;MED14;MED24;MED6;ESR1;CCNC;CDK8;EP300;MED21;MED1;NCOA1;MED12;MED10;MED20;MED17;MED13;MED23;MED16
7582	ESR2-TRAP/Mediator coactivator complex	O43513;O60244;O75448;O75586;P24863;P49336;Q09472;Q13503;Q15648;Q15788;Q92731;Q93074;Q9BTT4;Q9H944;Q9NVC6;Q9UHV7;Q9ULK4;Q9Y2X0	MED7;MED14;MED24;MED6;CCNC;CDK8;EP300;MED21;MED1;NCOA1;ESR2;MED12;MED10;MED20;MED17;MED13;MED23;MED16
7583	"CDK8 subcomplex (CCNC, CDK8, MED12, MED13)"	P24863;P49336;Q93074;Q9UHV7	CCNC;CDK8;MED12;MED13
7584	"CDK8 subcomplex (CCNC, CDK8, MED12)"	P24863;P49336;Q93074	CCNC;CDK8;MED12
7585	"CDK8 subcomplex (CCNC, CDK8, MED13)"	P24863;P49336;Q9UHV7	CCNC;CDK8;MED13
7586	FOXO1-ESR1 complex	P03372;Q12778	ESR1;FOXO1
7587	APP(AICD)-FOXO3 complex	O43524;P05067	FOXO3;APP
7588	APP(AICD)-FOXO1 complex	P05067;Q12778	APP;FOXO1
7589	APP(AICD)-FOXO4 complex	P05067;P98177	APP;FOXO4
7590	CASP2(S isoform)-SPTAN1 complex	P42575-2;Q13813	CASP2;SPTAN1
7591	Del133-p53beta-RHOB complex	P04637-8;P62745	TP53;RHOB
7593	AKAP13-MAP2K3-MAP3K20-MAPK14-PKN1 complex	P46734;Q12802;Q16512;Q16539;Q9NYL2	MAP2K3;AKAP13;PKN1;MAPK14;MAP3K20
7595	NARC1 complex	P11387;P38159;Q86V81;Q99459;Q9UMS4	TOP1;RBMX;ALYREF;CDC5L;PRPF19
7596	tRNA splicing ligase	Q52LJ0;Q8IWT0;Q92499;Q9BVC5;Q9Y224;Q9Y3I0	FAM98B;ZBTB8OS;DDX1;C2orf49;RTRAF;RTCB
7597	CTNNB1-RUNX3-TCF4 complex	P15884;P35222;Q13761	TCF4;CTNNB1;RUNX3
7598	ESR1-VDAC1 complex	P03372;P21796	ESR1;VDAC1
7604	Creb1-Crebbp-Rbbp4 complex	P45481;Q01147;Q60972	Crebbp;Creb1;Rbbp4
7607	AJUBA-LATS2 complex	Q96IF1;Q9NRM7	AJUBA;LATS2
7609	ADA-ADORA2A-DPP4 complex	P00813;P27487;P29274	ADA;DPP4;ADORA2A
7612	LIM protein complex LHX3-TGFB1I1-ISL1	O43294;P61371;Q9UBR4	TGFB1I1;ISL1;LHX3
7613	MN-hexamer complex	P40763;P61371;Q9UBR4	STAT3;ISL1;LHX3
7614	PHD2-LIMD1-VHL complex	P40337;Q9GZT9;Q9UGP4	VHL;EGLN1;LIMD1
7617	LIM kinase-slingshot phosphatase complex	P53667;P63104;Q8WYL5	LIMK1;YWHAZ;SSH1
7620	YAP-PRDM4 transcription factor complex	P46937;Q9UKN5	YAP1;PRDM4
7621	HSF1-IER5-PP2A complex	P63151;P67775;Q00613;Q5VY09	PPP2R2A;PPP2CA;HSF1;IER5
7622	HSF1\u2013PARP1\u2013PARP13 complex	P09874;Q00613;Q7Z2W4	PARP1;HSF1;ZC3HAV1
7623	HSPA8-HSPBP1-STUB1 complex	P11142;Q9NZL4;Q9UNE7	HSPA8;HSPBP1;STUB1
7624	BAG1-HSPA8-STUB1 complex	P11142;Q99933;Q9UNE7	HSPA8;BAG1;STUB1
7625	IFI1-IFI2-IFI3 complex	O14879;P09913;P09914	IFIT3;IFIT2;IFIT1
7626	CSDE1-IGF2BP1-PABPC1 complex	O75534;P11940;Q9NZI8	CSDE1;PABPC1;IGF2BP1
